y,
  27480.01,
  27473.05,
  27478.22,
  27481.66,
  27490.91,
  27491.37,
  27501.79,
  27500.83,
  27508.08,
  27506.17,
  27505.62,
  27535.13,
  27541.51,
  27520.01,
  27536.88,
  27535.08,
  27516.48,
  27488.92,
  27521.42,
  27519.49,
  27516.01,
  27527.07,
  27545.34,
  27549.02,
  27531.61,
  27550.87,
  27541.05,
  27531.75,
  27501.13,
  27502.88,
  27496.23,
  27456.66,
  27424.56,
  27438.72,
  27437.52,
  27438.18,
  27458.37,
  27432.91,
  27432.36,
  27449.42,
  27452.2,
  27452.22,
  27441.47,
  27484.24,
  27486.84,
  27482.1,
  27492,
  27470,
  27486.8,
  27491.36,
  27506.05,
  27484.69,
  27497.57,
  27492.07,
  27479,
  27454.92,
  27477.84,
  27495.62,
  27505.68,
  27533.72,
  27579.02,
  27580.51,
  27625.37,
  27610.58,
  27571.39,
  27559.15,
  27550.16,
  27551.16,
  27535.21,
  27553.11,
  27578.5,
  27574.35,
  27582.46,
  27604.71,
  27588.83,
  27585.64,
  27584.32,
  27584.33,
  27600.11,
  27611,
  27622.35,
  27638.73,
  27627.26,
  27621.16,
  27619.47,
  27611.14,
  27595.53,
  27595.52,
  27609.14,
  27610.78,
  27612.05,
  27613.38,
  27611.81,
  27615.28,
  27618.6,
  27625.64,
  27637.4,
  27632.61,
  27626.4,
  27640.4,
  27635.53,
  27630.68,
  27615.1,
  27606.61,
  27625.15,
  27625.6,
  27624.3,
  27634.37,
  27635.91,
  27642.56,
  27630.05,
  27620.55,
  27623.67,
  27624.02,
  27611.31,
  27608.17,
  27603.8,
  27603.79,
  27604.99,
  27602.32,
  27614.41,
  27600.77,
  27595.55,
  27615.98,
  27619.89,
  27639.08,
  27659.47,
  27666.08,
  27680.82,
  27660.01,
  27658.64,
  27664.36,
  27658.53,
  27662.44,
  27657.48,
  27653.1,
  27647.32,
  27639,
  27645.37,
  27642.11,
  27642.11,
  27638.49,
  27641.13,
  27642.49,
  27647.58,
  27640.29,
  27653.22,
  27662.16,
  27690.05,
  27686.07,
  27683.12,
  27677.6,
  27668.88,
  27667.27,
  27657.88,
  27658.5,
  27655,
  27647.41,
  27634.09,
  27634.52,
  27634.52,
  27628.62,
  27629.34,
  27617.97,
  27630.65,
  27630.66,
  27626.09,
  27639.42,
  27635.2,
  27618.79,
  27624.38,
  27629.81,
  27600.65,
  27609.15,
  27606.13,
  27606.96,
  27609.37,
  27581.67,
  27581.95,
  27582.66,
  27578.04,
  27578.18,
  27585.09,
  27570.41,
  27570.42,
  27575.62,
  27578.46,
  27573.43,
  27580.51,
  27583.81,
  27579.93,
  27575.65,
  27578.65
